Ticker,Market Cap (B),Revenue (ttm) (B),Profit Margin (%),52 Week Change (%),Cluster
"Paycom Software, Inc. (PAYC)",18.62,1.29,19.0,-22.999999999999996,3
"Assurant, Inc. (AIZ)",6.55,10.12,2.9999999999999827,-18.999999999999996,3
WestRock Company (WRK),8.95,21.26,4.000000000000013,-20.0,3
Textron Inc. (TXT),14.77,12.55,6.999999999999996,-6.999999999999997,3
News Corporation (NWSA),10.52,10.36,5.000000000000007,-20.0,3
Organon & Co. (OGN),7.03,6.289999999999999,16.000000000000014,-10.000000000000005,3
"Host Hotels & Resorts, Inc. (HST)",11.3,4.64,17.00000000000001,-10.000000000000005,3
Avery Dennison Corporation (AVY),14.69,9.2,8.999999999999984,-13.999999999999995,3
"Franklin Resources, Inc. (BEN)",13.2,8.28,16.000000000000014,-20.0,3
"Zions Bancorporation, National Association (ZION)",7.18,2.9199999999999995,29.000000000000014,-24.0,3
Teleflex Incorporated (TFX),11.67,2.79,14.999999999999986,-25.000000000000004,3
A. O. Smith Corporation (AOS),8.81,3.810000000000001,12.999999999999996,-30.999999999999996,3
"J.B. Hunt Transport Services, Inc. (JBHT)",18.06,14.66,6.999999999999996,-12.0,3
Sealed Air Corporation (SEE),7.22,5.77,10.000000000000014,-25.000000000000004,3
Comerica Incorporated (CMA),8.59,3.26,31.999999999999996,-25.000000000000004,3
Brown-Forman Corporation (BF-B),31.380000000000003,4.13,20.999999999999986,-8.0,3
Synchrony Financial (SYF),14.67,8.58,38.0,-30.0,3
"Tapestry, Inc. (TPR)",9.18,6.71,12.000000000000004,-8.0,3
"Verisk Analytics, Inc. (VRSK)",27.59,3.03,34.00000000000002,-20.0,3
"Mid-America Apartment Communities, Inc. (MAA)",18.11,1.96,31.999999999999996,-30.0,3
"Intercontinental Exchange, Inc. (ICE)",57.12,7.36,35.000000000000014,-21.999999999999996,3
U.S. Bancorp (USB),66.67,22.63,29.000000000000014,-24.0,3
"Moderna, Inc. (MRNA)",67.81,21.39,55.00000000000001,-24.0,3
Crown Castle Inc. (CCI),58.4,6.88,23.00000000000001,-33.0,3
CME Group Inc. (CME),60.85,4.95,54.000000000000014,-25.000000000000004,3
"Equinix, Inc. (EQIX)",60.57,6.609999999999999,11.000000000000009,-20.0,3
The Estée Lauder Companies Inc. (EL),89.18,17.28,12.999999999999996,-32.0,3
Illinois Tool Works Inc. (ITW),68.73,15.64,17.00000000000001,-9.000000000000002,3
"The PNC Financial Services Group, Inc. (PNC)",63.66,20.74,27.999999999999982,-24.0,3
"Fiserv, Inc. (FISV)",63.45,17.36,12.000000000000004,-5.999999999999995,3
CSX Corporation (CSX),64.84,14.55,27.999999999999982,-16.0,3
Colgate-Palmolive Company (CL),65.83,17.74,11.000000000000009,-5.999999999999995,3
3M Company (MMM),65.38,34.76,19.0,-32.0,3
Booking Holdings Inc. (BKNG),75.98,16.02,14.999999999999986,-18.999999999999996,3
Eaton Corporation plc (ETN),62.58,20.17,11.000000000000009,-6.999999999999997,3
Norfolk Southern Corporation (NSC),57.46,12.36,25.999999999999993,-14.999999999999998,3
Truist Financial Corporation (TFC),56.45,22.19,27.999999999999982,-28.0,3
The Sherwin-Williams Company (SHW),62.54,21.68,8.999999999999984,-29.000000000000004,3
Trane Technologies plc (TT),38.55,15.49,11.000000000000009,-13.000000000000002,3
"Marriott International, Inc. (MAR)",47.13,4.93,44.0,-10.000000000000005,3
"PerkinElmer, Inc. (PKI)",18.04,4.84,12.999999999999996,-26.000000000000004,3
NXP Semiconductors N.V. (NXPI),39.31,12.93,20.999999999999986,-32.0,3
"DexCom, Inc. (DXCM)",42.44,2.79,6.999999999999996,-13.999999999999995,3
"Cadence Design Systems, Inc. (CDNS)",43.44,3.43,23.00000000000001,-12.0,3
Johnson Controls International plc (JCI),43.41,25.3,6.000000000000002,-18.999999999999996,3
Moody's Corporation (MCO),50.02,5.72,26.99999999999999,-26.000000000000004,3
Public Storage (PSA),48.83,4.090000000000001,111.00000000000001,-22.999999999999996,3
Amphenol Corporation (APH),45.6,12.41,14.999999999999986,-10.999999999999998,3
"Roper Technologies, Inc. (ROP)",45.94,6.14,47.000000000000014,-8.0,3
"Synopsys, Inc. (SNPS)",49.08,5.08,19.0,-10.999999999999998,3
"Dominion Energy, Inc. (D)",51.36,16.14,14.999999999999986,-21.000000000000004,3
KLA Corporation (KLAC),52.59,9.85,32.99999999999999,-13.000000000000002,3
Freeport-McMoRan Inc. (FCX),54.76,23.19,17.00000000000001,-8.0,3
Stryker Corporation (SYK),92.52,17.95,13.999999999999991,-9.000000000000002,3
"Chipotle Mexican Grill, Inc. (CMG)",38.95,8.41,10.000000000000014,-17.000000000000004,3
"Analog Devices, Inc. (ADI)",82.61,12.01,23.00000000000001,-6.999999999999997,3
American Express Company (AXP),109.39,49.62,14.999999999999986,-12.0,3
Verizon Communications Inc. (VZ),162.99,135.65,13.999999999999991,-25.000000000000004,3
"NextEra Energy, Inc. (NEE)",165.25,19.84,19.0,-8.0,3
Danaher Corporation (DHR),194.26,31.25,22.000000000000018,-14.999999999999998,3
Abbott Laboratories (ABT),188.01,45.03,18.000000000000004,-21.000000000000004,3
"Cisco Systems, Inc. (CSCO)",193.37,52.29,22.000000000000018,-25.000000000000004,3
Costco Wholesale Corporation (COST),202.56,231.03,2.9999999999999827,-18.999999999999996,3
Wells Fargo & Company (WFC),157.49,75.12,20.999999999999986,-18.999999999999996,3
Thermo Fisher Scientific Inc. (TMO),213.92,44.17,16.000000000000014,-13.999999999999995,3
Bank of America Corporation (BAC),260.97,91.52,30.000000000000007,-28.0,3
Pfizer Inc. (PFE),287.01,99.88,30.000000000000007,-9.000000000000002,3
Mastercard Incorporated (MA),332.82,21.64,44.99999999999999,-5.999999999999995,3
"The Home Depot, Inc. (HD)",326.56,157.29,11.000000000000009,-21.999999999999996,3
Visa Inc. (V),440.59,29.31,50.99999999999999,-5.999999999999995,3
JPMorgan Chase & Co. (JPM),390.76,120.59,31.0,-18.000000000000004,3
Broadcom Inc. (AVGO),233.65,33.2,35.000000000000014,-16.0,3
Comcast Corporation (CMCSA),151.32,121.21,4.000000000000013,-30.999999999999996,3
Texas Instruments Incorporated (TXN),149.77,20.189999999999998,44.0,-13.000000000000002,3
"NIKE, Inc. (NKE)",179.9,49.11,11.000000000000009,-29.000000000000004,3
General Electric Company (GE),89.57,75.06999999999998,-7.99999999999999,-13.000000000000002,3
"Intuitive Surgical, Inc. (ISRG)",94.63,6.12,23.00000000000001,-26.000000000000004,3
American Tower Corporation (AMT),98.2,10.45,27.999999999999982,-25.000000000000004,3
Medtronic plc (MDT),103.09,30.81,13.999999999999991,-26.999999999999996,3
"Prologis, Inc. (PLD)",104.06,5.91,68.0,-30.999999999999996,3
The Boeing Company (BA),112.59,61.42,-13.999999999999991,-9.000000000000002,3
"BlackRock, Inc. (BLK)",105.19,18.64,30.000000000000007,-21.000000000000004,3
Morgan Stanley (MS),144.06,55.25,23.00000000000001,-14.999999999999998,3
S&P Global Inc. (SPGI),109.12,10.33,34.00000000000002,-26.000000000000004,3
Starbucks Corporation (SBUX),113.17,32.25,10.000000000000014,-13.999999999999995,3
"The Goldman Sachs Group, Inc. (GS)",115.8,47.32,29.000000000000014,-13.000000000000002,3
Oracle Corporation (ORCL),218.34,46.07,19.0,-6.999999999999997,3
"Lowe's Companies, Inc. (LOW)",120.98,95.95,6.999999999999996,-21.000000000000004,3
"United Parcel Service, Inc. (UPS)",150.16,101.08000000000001,11.000000000000009,-18.000000000000004,3
Union Pacific Corporation (UNP),128.63,24.430000000000003,29.000000000000014,-16.0,3
Citigroup Inc. (C),87.47,70.75,22.000000000000018,-28.0,3
Microchip Technology Incorporated (MCHP),38.64,7.639999999999999,24.000000000000007,-20.0,3
Realty Income Corporation (O),40.16,3.13,20.999999999999986,-10.000000000000005,3
"Constellation Brands, Inc. (STZ)",43.3,9.44,0.9999999999999942,-6.999999999999997,3
"McCormick & Company, Incorporated (MKC)",22.34,6.39,11.000000000000009,-12.0,3
Ingersoll Rand Inc. (IR),21.300000000000004,5.710000000000001,12.000000000000004,-10.999999999999998,3
Laboratory Corporation of America Holdings (LH),20.64,15.26,12.000000000000004,-21.000000000000004,3
Fifth Third Bancorp (FITB),22.42,7.719999999999999,31.0,-26.999999999999996,3
"AvalonBay Communities, Inc. (AVB)",22.53,2.55,48.000000000000014,-36.0,3
Fortive Corporation (FTV),22.76,5.67,12.000000000000004,-12.0,3
LyondellBasell Industries N.V. (LYB),27.270000000000003,53.080000000000005,7.99999999999999,-10.999999999999998,3
Lennar Corporation (LEN),25.82,33.67,13.999999999999991,-18.999999999999996,3
Vulcan Materials Company (VMC),23.140000000000004,7.19,7.99999999999999,-14.999999999999998,3
Equifax Inc. (EFX),23.290000000000003,5.18,13.999999999999991,-30.999999999999996,3
CDW Corporation (CDW),23.76,23.85,4.000000000000013,-12.0,3
IQVIA Holdings Inc. (IQV),38.6,14.31,7.99999999999999,-24.0,3
HP Inc. (HPQ),26.590000000000003,62.98,5.000000000000007,-29.000000000000004,3
"CBRE Group, Inc. (CBRE)",23.830000000000002,31.18,6.000000000000002,-29.000000000000004,3
Weyerhaeuser Company (WY),23.16,10.569999999999999,22.000000000000018,-22.999999999999996,3
"Martin Marietta Materials, Inc. (MLM)",21.15,5.85,13.999999999999991,-21.999999999999996,3
"Nasdaq, Inc. (NDAQ)",29.82,6.11,19.0,-8.0,3
"Delta Air Lines, Inc. (DAL)",20.51,46.62,0.0,-18.999999999999996,3
"Tyson Foods, Inc. (TSN)",22.110000000000003,53.28,6.000000000000002,-30.0,3
"Ventas, Inc. (VTR)",17.91,4.08,-0.9999999999999942,-12.0,3
Teledyne Technologies Incorporated (TDY),18.66,5.42,12.999999999999996,-10.000000000000005,3
Northern Trust Corporation (NTRS),18.14,6.91,23.00000000000001,-26.000000000000004,3
STERIS plc (STE),18.44,4.78,0.0,-22.999999999999996,3
"VeriSign, Inc. (VRSN)",21.63,1.3999999999999997,59.00000000000002,-18.999999999999996,3
"Citizens Financial Group, Inc. (CFG)",19.19,7.26,26.99999999999999,-20.0,3
Dover Corporation (DOV),19.14,8.36,13.999999999999991,-24.0,3
Extra Space Storage Inc. (EXR),19.46,1.88,49.00000000000001,-32.0,3
"Church & Dwight Co., Inc. (CHD)",19.98,5.3100000000000005,13.999999999999991,-20.0,3
Southwest Airlines Co. (LUV),19.11,22.69,4.000000000000013,-24.0,3
Equity Residential (EQR),22.610000000000003,2.68,43.00000000000001,-34.0,3
Huntington Bancshares Incorporated (HBAN),20.4,6.8,29.000000000000014,-10.999999999999998,3
Regions Financial Corporation (RF),20.03,6.58,30.000000000000007,-5.000000000000003,3
Waters Corporation (WAT),20.240000000000002,2.95,24.000000000000007,-5.000000000000003,3
M&T Bank Corporation (MTB),24.78,6.77,25.0,-8.0,3
Albemarle Corporation (ALB),25.08,5.59,27.999999999999982,-8.0,3
Corning Incorporated (GLW),26.58,14.46,12.999999999999996,-13.999999999999995,3
"Copart, Inc. (CPRT)",29.16,3.58,30.000000000000007,-17.000000000000004,3
Mettler-Toledo International Inc. (MTD),31.88,3.9000000000000004,20.999999999999986,-12.0,3
"Old Dominion Freight Line, Inc. (ODFL)",31.66,6.18,22.000000000000018,-17.000000000000004,3
The Bank of New York Mellon Corporation (BK),36.07,16.47,18.000000000000004,-21.999999999999996,3
"DuPont de Nemours, Inc. (DD)",34.07,17.25,11.000000000000009,-14.999999999999998,3
Hilton Worldwide Holdings Inc. (HLT),34.09,3.4400000000000004,31.0,-18.000000000000004,3
Carrier Global Corporation (CARR),35.01,20.45,18.000000000000004,-20.0,3
Dow Inc. (DOW),35.65,59.41,10.000000000000014,-10.999999999999998,3
"Yum! Brands, Inc. (YUM)",36.62,6.71,19.0,-5.000000000000003,3
TE Connectivity Ltd. (TEL),36.68,16.28,14.999999999999986,-28.0,3
"Prudential Financial, Inc. (PRU)",36.2,61.4,0.9999999999999942,-9.000000000000002,3
Parker-Hannifin Corporation (PH),36.84,16.33,7.99999999999999,-8.0,3
"Paychex, Inc. (PAYX)",41.25,4.82,30.000000000000007,-13.000000000000002,3
Newmont Corporation (NEM),37.6,12.1,7.99999999999999,-21.999999999999996,3
MSCI Inc. (MSCI),36.34,2.22,38.0,-21.000000000000004,3
"Simon Property Group, Inc. (SPG)",38.36,5.22,38.0,-26.999999999999996,3
Electronic Arts Inc. (EA),33.0,7.29,12.000000000000004,-9.000000000000002,3
"Fortinet, Inc. (FTNT)",38.44,4.1,18.000000000000004,-26.000000000000004,3
Otis Worldwide Corporation (OTIS),32.94,13.82,8.999999999999984,-8.0,3
"Keysight Technologies, Inc. (KEYS)",30.79,5.42,20.999999999999986,-14.999999999999998,3
Discover Financial Services (DFS),26.030000000000005,10.8,40.99999999999998,-18.000000000000004,3
"Walgreens Boots Alliance, Inc. (WBA)",32.31,132.7,2.9999999999999827,-29.000000000000004,3
Fastenal Company (FAST),26.830000000000002,6.82,16.000000000000014,-22.999999999999996,3
ON Semiconductor Corporation (ON),27.120000000000005,8.07,20.999999999999986,-10.999999999999998,3
Welltower Inc. (WELL),30.64,5.65,4.000000000000013,-22.999999999999996,3
News Corporation (NWS),10.52,10.36,5.000000000000007,-18.999999999999996,3
"American Water Works Company, Inc. (AWK)",28.05,3.810000000000001,35.000000000000014,-16.0,3
"D.R. Horton, Inc. (DHI)",30.71,33.48,18.000000000000004,-14.999999999999998,3
Global Payments Inc. (GPN),26.860000000000003,8.92,0.9999999999999942,-30.0,3
"PPG Industries, Inc. (PPG)",29.710000000000004,17.66,6.000000000000002,-26.000000000000004,3
"Rockwell Automation, Inc. (ROK)",29.28,7.76,12.000000000000004,-24.0,3
"Arista Networks, Inc. (ANET)",37.24,3.93,30.000000000000007,-13.999999999999995,3
SBA Communications Corporation (SBAC),30.09,2.54,16.000000000000014,-25.000000000000004,3
ResMed Inc. (RMD),30.140000000000004,3.6200000000000006,22.000000000000018,-18.999999999999996,3
Public Service Enterprise Group Incorporated (PEG),30.84,9.72,6.999999999999996,-6.999999999999997,3
State Street Corporation (STT),28.430000000000003,12.04,23.00000000000001,-17.000000000000004,3
Walmart Inc. (WMT),387.83,600.11,0.9999999999999942,-2.000000000000005,4
Microsoft Corporation (MSFT),1800.0,203.07,34.00000000000002,-28.0,4
"Amazon.com, Inc. (AMZN)",858.78,502.19,1.9999999999999885,-51.0,4
Berkshire Hathaway Inc. (BRK-B),669.47,295.72,0.0,2.9999999999999973,4
Exxon Mobil Corporation (XOM),453.79,389.39,12.999999999999996,72.0,4
UnitedHealth Group Incorporated (UNH),495.09,315.12,6.000000000000002,5.000000000000003,4
Alphabet Inc. (GOOG),1150.0,282.11,24.000000000000007,-39.0,4
CVS Health Corporation (CVS),121.88,314.34,0.9999999999999942,-10.000000000000005,4
Alphabet Inc. (GOOGL),1150.0,282.11,24.000000000000007,-39.0,4
Apple Inc. (AAPL),2070.0,394.33,25.0,-29.000000000000004,4
